longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,MedianPrice
-118.27,34.13,46,1613,396.0,966,416,2.9392,<1H OCEAN,230300
-122.23,38.15,33,1253,238.0,753,236,1.756,NEAR BAY,86400
-118.5,34.03,52,1506,208.0,547,186,7.8705,<1H OCEAN,500001
-118.15,34.02,42,2729,725.0,3004,722,2.3438,<1H OCEAN,154300
-122.36,37.96,31,1157,276.0,956,232,1.5347,NEAR BAY,80400
-118.27,34.17,48,1560,280.0,825,269,5.5118,<1H OCEAN,354700
-117.89,34.12,35,1447,272.0,1224,268,3.9934,<1H OCEAN,141900
-122.07,38.41,17,3053,595.0,1434,557,3.4741,INLAND,245800
-119.43,36.61,19,1484,296.0,1296,298,2.4219,INLAND,65800
-120.24,39.35,8,4195,725.0,291,115,3.4792,INLAND,180800
-118.46,34.31,24,2920,601.0,1460,598,4.2708,<1H OCEAN,218200
-117.32,34.51,16,3072,612.0,1283,604,2.8929,INLAND,115600
-118.85,34.14,16,4109,543.0,1409,560,8.1064,<1H OCEAN,423400
-121.93,37.35,36,1823,410.0,1589,387,3.1065,<1H OCEAN,234100
-122.18,38.07,10,4976,849.0,2089,803,5.3288,NEAR BAY,201800
-122.28,37.87,52,589,132.0,288,131,3.5156,NEAR BAY,200000
-117.58,33.89,14,1731,404.0,1269,351,2.3654,INLAND,107900
-119.73,34.45,44,2261,328.0,763,294,6.7449,<1H OCEAN,415600
-122.16,37.75,40,1227,294.0,928,261,1.8235,NEAR BAY,95200
-122.08,37.63,35,517,108.0,391,107,4.0682,NEAR BAY,156900
-122.05,37.63,5,3785,936.0,2240,792,3.2829,NEAR BAY,162500
-117.71,33.54,15,2460,368.0,962,320,7.3878,<1H OCEAN,318300
-121.09,38.19,23,762,140.0,358,141,2.4545,INLAND,105000
-124.35,40.54,52,1820,300.0,806,270,3.0147,NEAR OCEAN,94600
-117.97,33.84,18,1063,209.0,462,223,2.8348,<1H OCEAN,219000
-121.89,40.97,26,1183,276.0,513,206,2.225,INLAND,52000
-117.98,33.75,24,3865,802.0,2670,772,3.8158,<1H OCEAN,180000
-118.4,34.25,13,1872,497.0,1927,432,2.2019,<1H OCEAN,134200
-117.2,32.82,35,1217,220.0,643,237,3.9464,NEAR OCEAN,171600
-118.09,34.08,34,1513,384.0,986,336,2.6901,<1H OCEAN,235600
-117.87,33.6,33,3120,602.0,1155,553,5.2949,<1H OCEAN,500001
-122.51,37.98,37,4801,699.0,1830,679,6.0762,NEAR BAY,487800
-117.29,34.14,48,1717,307.0,610,267,3.125,INLAND,97600
-119.67,36.83,4,2145,334.0,1024,308,5.0864,INLAND,113700
-122.54,37.74,42,2006,415.0,1230,435,4.1786,NEAR OCEAN,271100
-118.27,34.02,39,2004,633.0,3050,621,1.875,<1H OCEAN,127300
-119.25,35.78,27,1513,342.0,1346,323,2.7411,INLAND,59800
-118.04,33.78,26,3642,557.0,1623,569,5.8426,<1H OCEAN,259400
-120.44,34.66,22,3231,549.0,1739,581,4.5417,NEAR OCEAN,142400
-120.97,38.0,27,1683,288.0,873,258,4.7069,INLAND,176900
-118.52,34.2,37,1795,346.0,1082,354,4.9102,<1H OCEAN,207200
-119.17,34.19,28,1444,508.0,2145,437,1.6964,NEAR OCEAN,175000
-117.08,33.03,15,3023,623.0,1283,559,3.3724,<1H OCEAN,137900
-117.23,33.57,6,13724,2269.0,5860,1986,3.9617,<1H OCEAN,183000
-122.04,37.63,21,1307,236.0,586,249,4.7813,NEAR BAY,241900
-118.28,33.95,41,835,208.0,707,192,1.4103,<1H OCEAN,86200
-121.02,38.66,4,7392,1155.0,3096,1065,4.5246,INLAND,198900
-118.37,34.07,52,2195,435.0,884,432,5.24,<1H OCEAN,486400
-117.66,34.15,25,3430,485.0,1284,438,8.5282,INLAND,360100
-118.41,33.97,37,1629,275.0,668,266,6.1333,<1H OCEAN,387200
-121.19,38.13,27,2400,435.0,1085,444,3.7687,INLAND,165200
-118.13,33.84,46,2439,429.0,944,374,4.2841,<1H OCEAN,312400
-119.03,35.45,14,3520,604.0,1748,582,4.3162,INLAND,87100
-118.16,33.77,38,3235,769.0,1284,752,2.9384,NEAR OCEAN,304100
-117.66,34.03,14,2137,345.0,1151,352,5.753,INLAND,185500
-118.4,33.85,29,2085,533.0,919,489,5.6017,<1H OCEAN,430000
-117.08,32.64,43,1005,230.0,548,252,1.8672,NEAR OCEAN,145800
-120.14,34.59,9,2536,499.0,832,385,2.5743,NEAR OCEAN,309800
-118.0,33.81,13,2782,605.0,1749,628,4.1276,<1H OCEAN,153800
-122.46,37.71,47,1527,283.0,1102,282,4.0,NEAR OCEAN,231600
-118.19,34.14,47,2525,523.0,1514,498,4.3359,<1H OCEAN,209200
-120.62,38.39,15,3750,691.0,1444,603,2.7399,INLAND,134800
-118.39,33.83,32,2075,539.0,954,519,5.637,NEAR OCEAN,500001
-117.96,33.82,32,2726,556.0,1513,531,3.7917,<1H OCEAN,197400
-119.08,37.78,17,1631,335.0,285,128,2.7656,INLAND,130000
-117.24,33.21,9,2486,626.0,1938,525,2.1293,<1H OCEAN,151400
-122.47,37.76,49,2842,670.0,1396,648,3.2679,NEAR BAY,345700
-121.26,38.09,35,930,186.0,525,201,2.0625,INLAND,155000
-117.13,32.73,52,1148,214.0,481,215,5.454,NEAR OCEAN,240900
-118.3,34.07,26,2107,757.0,2660,740,2.3375,<1H OCEAN,282300
-122.32,38.32,22,2483,528.0,1478,492,4.0878,NEAR BAY,164400
-122.0,37.54,29,4133,744.0,2023,749,5.1616,<1H OCEAN,275100
-117.15,32.9,12,1681,381.0,1050,362,4.2008,<1H OCEAN,176100
-119.77,36.8,24,3748,770.0,1827,719,2.7222,INLAND,83100
-122.54,37.91,48,2924,489.0,1159,505,5.6302,NEAR BAY,489000
-118.24,33.99,28,312,89.0,498,87,2.4107,<1H OCEAN,96400
-118.29,33.73,43,1854,519.0,1151,486,2.5759,NEAR OCEAN,225000
-121.29,37.92,12,1096,240.0,1175,278,3.1053,INLAND,73100
-119.27,36.05,29,1016,174.0,481,140,2.2917,INLAND,112500
-118.19,34.14,38,1826,300.0,793,297,5.2962,<1H OCEAN,291500
-121.58,37.03,16,3120,685.0,2383,681,3.5551,INLAND,198600
-118.12,33.76,43,3070,668.0,1240,646,3.7813,NEAR OCEAN,461500
-121.41,40.82,16,2668,516.0,915,362,2.3393,INLAND,90300
-118.16,34.02,44,1218,374.0,1175,342,1.9688,<1H OCEAN,173900
-122.3,37.97,30,4030,772.0,1777,718,3.6393,NEAR BAY,184000
-118.35,34.16,49,1305,228.0,584,255,5.636,<1H OCEAN,267900
-117.29,34.11,48,1498,448.0,1586,455,1.1687,INLAND,70800
-119.17,34.31,21,259,38.0,142,45,5.2681,NEAR OCEAN,500001
-116.35,32.74,16,2595,606.0,1046,367,1.7137,INLAND,110700
-121.87,37.57,13,5519,833.0,2444,825,7.0691,<1H OCEAN,393200
-121.42,38.57,38,1878,338.0,710,342,3.7731,INLAND,161400
-117.26,33.04,16,3109,450.0,1433,453,6.6319,NEAR OCEAN,269600
-122.44,37.8,52,3257,735.0,1045,620,4.5523,NEAR BAY,500001
-118.13,33.92,36,984,183.0,615,206,4.1786,<1H OCEAN,201500
-118.21,33.89,42,1254,225.0,929,235,4.3646,<1H OCEAN,116200
-117.9,34.08,32,2068,356.0,976,370,5.212,<1H OCEAN,201200
-117.13,32.75,50,1476,354.0,698,354,3.0,NEAR OCEAN,168800
-117.66,33.57,16,2483,443.0,1357,400,5.5545,<1H OCEAN,214200
-118.3,34.0,52,1743,421.0,1206,384,1.6875,<1H OCEAN,116000
-122.53,37.87,20,1814,282.0,658,253,7.9977,NEAR BAY,400000
-119.0,36.05,24,3208,691.0,1986,662,1.5506,INLAND,52300
-118.26,34.1,48,2566,571.0,1421,563,3.6579,<1H OCEAN,318600
-121.83,37.37,43,821,149.0,370,135,4.25,<1H OCEAN,209100
-122.11,37.42,32,3058,595.0,1267,540,6.4949,NEAR BAY,417800
-122.27,38.31,44,3030,589.0,1373,582,2.9054,NEAR BAY,155200
-121.14,38.92,16,2069,312.0,889,299,4.6771,INLAND,212000
-118.12,33.96,36,1426,235.0,698,240,4.8523,<1H OCEAN,267300
-122.33,37.53,25,1729,383.0,769,352,4.0417,NEAR OCEAN,458500
-121.02,39.23,16,1427,319.0,642,333,1.4241,INLAND,125000
-114.94,34.55,20,350,95.0,119,58,1.625,INLAND,50000
-117.84,33.76,26,2110,409.0,1146,407,4.3698,<1H OCEAN,229600
-121.46,38.64,20,1517,323.0,1287,328,1.6607,INLAND,67000
-117.08,32.74,33,3260,673.0,1784,666,3.5078,NEAR OCEAN,126500
-119.45,36.6,36,2294,489.0,1430,454,1.8975,INLAND,60900
-117.1,32.74,14,2361,601.0,1831,526,1.6102,NEAR OCEAN,93400
-122.09,37.86,27,5484,760.0,2212,770,7.6202,NEAR BAY,402600
-122.33,40.52,23,2801,507.0,1318,454,3.5081,INLAND,116700
-119.57,36.72,11,2510,460.0,1248,445,3.6161,INLAND,99500
-118.41,34.07,52,1202,142.0,408,138,15.0001,<1H OCEAN,500001
-116.27,34.13,37,452,109.0,184,59,3.7292,INLAND,65800
-118.32,34.03,47,1734,453.0,1272,438,3.1731,<1H OCEAN,121500
-118.59,34.18,7,11853,2691.0,4404,2447,4.2009,<1H OCEAN,271300
-117.98,33.94,32,2562,491.0,1222,446,4.0985,<1H OCEAN,226200
-118.22,33.91,28,1847,500.0,2263,473,1.5161,<1H OCEAN,103200
-118.38,34.21,33,1981,484.0,1665,466,3.0833,<1H OCEAN,179100
-121.93,37.22,21,4872,594.0,1811,560,9.3834,<1H OCEAN,500001
-122.42,37.8,52,1777,486.0,932,427,3.3643,NEAR BAY,420000
-117.89,33.7,13,1857,572.0,838,525,3.2386,<1H OCEAN,129200
-120.99,37.68,28,3269,647.0,1595,617,2.2336,INLAND,112700
-117.94,33.82,24,4735,955.0,2600,868,5.0764,<1H OCEAN,228600
-121.76,37.33,5,4153,719.0,2435,697,5.6306,<1H OCEAN,286200
-117.0,32.8,33,1816,325.0,768,316,4.5662,<1H OCEAN,150300
-116.79,32.61,19,2652,520.0,1421,491,3.5227,<1H OCEAN,206100
-118.35,33.93,35,1050,252.0,918,236,1.7344,<1H OCEAN,146900
-121.9,37.37,20,78,72.0,120,69,1.0938,<1H OCEAN,187500
-118.28,34.01,52,795,308.0,1118,275,1.2175,<1H OCEAN,131300
-118.41,33.97,44,2789,503.0,3732,474,4.6176,<1H OCEAN,352300
-117.88,34.12,35,1574,276.0,1088,289,4.0938,<1H OCEAN,165300
-118.06,34.14,40,2662,379.0,1151,387,8.4889,INLAND,500001
-122.57,37.98,49,2860,552.0,1178,522,4.625,NEAR BAY,355000
-118.3,33.8,8,1115,412.0,1472,396,3.1392,<1H OCEAN,146200
-122.35,37.58,30,5039,1564.0,2129,1536,3.3469,NEAR OCEAN,345000
-118.21,33.82,45,455,92.0,394,89,4.9562,NEAR OCEAN,165700
-121.87,37.32,36,1471,360.0,1182,326,2.7031,<1H OCEAN,175800
-118.24,34.03,52,142,47.0,137,45,1.8333,<1H OCEAN,312500
-118.44,34.2,28,1732,435.0,1198,417,2.9219,<1H OCEAN,241300
-120.12,34.6,10,2426,426.0,966,419,5.5106,NEAR OCEAN,290900
-118.03,34.08,32,1780,484.0,1732,454,2.4464,INLAND,169600
-121.08,40.19,11,919,199.0,69,43,1.6944,INLAND,137500
-122.48,37.72,45,1405,338.0,733,342,4.1116,NEAR OCEAN,187500
-118.22,33.83,43,1426,272.0,871,276,3.7083,<1H OCEAN,175200
-119.21,34.28,27,2219,312.0,937,315,5.7601,NEAR OCEAN,281100
-122.44,37.8,52,2865,593.0,1029,577,5.2539,NEAR BAY,500001
-117.49,34.04,4,6034,1170.0,3527,1098,4.1775,INLAND,143700
-118.2,33.92,36,414,104.0,477,130,3.6719,<1H OCEAN,130400
-117.86,33.73,23,407,108.0,647,96,3.775,<1H OCEAN,177400
-121.98,38.36,30,140,35.0,103,35,4.163,INLAND,112500
-121.47,38.52,42,2316,515.0,1597,522,1.8205,INLAND,60400
-117.49,33.9,7,10235,2238.0,5271,2094,3.6071,INLAND,159100
-122.33,38.21,33,2017,370.0,949,342,4.625,NEAR BAY,228600
-118.0,33.84,29,2641,637.0,2413,619,2.8169,<1H OCEAN,165100
-122.54,37.96,33,2534,495.0,996,449,4.3083,NEAR BAY,500001
-119.67,36.81,4,1262,216.0,622,199,4.9432,INLAND,114400
-119.07,35.36,19,5254,894.0,2155,831,4.6705,INLAND,110700
-118.05,33.97,36,2854,688.0,2816,673,3.6,<1H OCEAN,154000
-117.66,34.08,36,1485,236.0,623,261,3.3036,INLAND,141000
-121.24,37.96,29,874,217.0,788,222,1.9187,INLAND,57700
-118.18,34.02,43,887,219.0,965,217,2.625,<1H OCEAN,133900
-123.24,39.81,25,1435,304.0,746,259,1.7788,INLAND,57900
-122.62,38.25,33,1453,250.0,677,237,4.0962,<1H OCEAN,170200
-120.1,36.16,17,598,160.0,715,146,2.3295,INLAND,55000
-118.31,33.88,33,2147,505.0,1371,498,2.4219,<1H OCEAN,260700
-122.47,37.75,49,2747,472.0,1281,448,5.482,NEAR BAY,366300
-121.43,38.65,18,909,198.0,661,176,3.1696,INLAND,77400
-121.81,37.35,28,3477,671.0,2990,648,4.4671,<1H OCEAN,172600
-118.25,34.06,12,4011,1438.0,1673,1088,5.3081,<1H OCEAN,287500
-117.69,34.06,29,873,226.0,649,198,2.7986,INLAND,114400
-118.06,33.85,16,4851,726.0,2527,704,6.0142,<1H OCEAN,437400
-122.49,37.73,48,1190,182.0,497,199,6.2642,NEAR OCEAN,438500
-122.01,37.37,25,2213,360.0,1066,390,7.2165,<1H OCEAN,360900
-121.7,36.67,37,641,129.0,458,142,3.3456,<1H OCEAN,252600
-121.06,38.91,18,6501,1416.0,2954,1373,2.5373,INLAND,143000
-118.09,33.95,32,1083,206.0,737,218,3.5583,<1H OCEAN,170800
-117.71,33.54,7,4907,577.0,1883,556,10.4415,<1H OCEAN,453800
-117.76,34.06,30,1700,504.0,1719,459,2.227,INLAND,91900
-121.6,39.77,23,2263,497.0,1138,455,2.3403,INLAND,87300
-122.45,37.73,52,1350,241.0,752,246,3.2448,NEAR BAY,266200
-118.19,33.99,35,1172,436.0,1741,408,2.4596,<1H OCEAN,154700
-119.17,34.22,29,4188,816.0,2783,790,4.1949,NEAR OCEAN,197100
-118.16,34.16,52,1576,239.0,696,249,6.07,<1H OCEAN,261800
-122.4,37.59,22,2754,477.0,1163,479,6.2306,NEAR OCEAN,500001
-116.49,33.8,13,8789,1875.0,1274,688,3.7396,INLAND,148900
-121.56,37.0,20,3976,953.0,3866,950,2.5387,INLAND,160100
-122.23,38.06,52,1350,266.0,490,257,3.125,NEAR BAY,171100
-120.98,39.08,20,4570,906.0,2125,815,3.0403,INLAND,148000
-118.47,34.02,41,2136,549.0,986,557,2.7254,<1H OCEAN,444400
-118.09,33.81,36,1371,250.0,666,257,5.0795,<1H OCEAN,243300
-116.43,33.81,8,6710,1343.0,2069,781,3.5223,INLAND,115100
-121.92,37.36,42,198,32.0,158,32,3.1563,<1H OCEAN,137500
-116.33,33.72,11,12327,2000.0,2450,1139,7.4382,INLAND,353100
-118.51,34.2,37,2066,434.0,1031,414,4.0924,<1H OCEAN,188400
-118.07,34.12,43,1554,287.0,802,277,4.2312,INLAND,272600
-118.07,33.86,31,2943,518.0,1703,472,3.7091,<1H OCEAN,225900
-117.95,34.09,18,1179,324.0,1296,331,2.851,<1H OCEAN,140600
-122.7,38.97,17,2554,540.0,723,319,3.2375,INLAND,114200
-122.28,37.86,52,3007,691.0,1582,636,2.5652,NEAR BAY,157700
-122.1,37.89,21,3282,653.0,1398,601,5.2079,NEAR BAY,310300
-122.44,37.76,52,2110,454.0,816,438,3.9079,NEAR BAY,370000
-120.74,37.33,30,2390,470.0,1409,428,2.1484,INLAND,81300
-118.32,33.91,35,881,159.0,605,170,3.6654,<1H OCEAN,184500
-117.78,33.78,6,9792,1283.0,3744,1179,10.1714,<1H OCEAN,481500
-117.11,32.91,15,1840,235.0,855,241,7.5992,<1H OCEAN,310600
-117.04,32.68,13,2132,425.0,1345,432,4.0,NEAR OCEAN,89300
-118.23,34.2,51,1477,280.0,750,295,5.3925,<1H OCEAN,317900
-122.35,37.93,19,1334,366.0,1048,316,1.7865,NEAR BAY,88000
-118.39,34.08,28,833,230.0,349,210,3.067,<1H OCEAN,375000
-118.8,34.19,4,15572,2222.0,5495,2152,8.6499,<1H OCEAN,500001
-121.45,38.56,52,3420,555.0,1301,530,4.0417,INLAND,173800
-122.42,37.77,52,2185,656.0,1266,626,2.7794,NEAR BAY,350000
-122.26,37.55,17,1321,425.0,683,408,4.7045,NEAR BAY,500001
-118.15,33.84,37,1508,252.0,635,241,3.75,<1H OCEAN,221300
-118.03,33.85,23,5495,1141.0,2873,1004,3.9156,<1H OCEAN,224100
-121.97,37.56,13,8918,1823.0,4518,1772,4.8052,<1H OCEAN,254000
-122.28,37.78,50,1487,306.0,730,327,2.5139,NEAR BAY,219000
-117.89,33.66,33,3595,785.0,1621,732,4.1372,<1H OCEAN,265200
-118.42,33.78,36,2093,303.0,802,300,8.0957,NEAR OCEAN,500001
-122.41,37.73,42,2604,573.0,1703,507,3.4231,NEAR BAY,230200
-117.08,32.7,35,1477,264.0,852,279,3.1786,NEAR OCEAN,100600
-118.25,34.0,36,1033,267.0,1112,229,1.7237,<1H OCEAN,105800
-120.94,37.74,35,1166,268.0,515,266,2.3469,INLAND,90200
-122.23,40.15,14,2297,573.0,1637,551,1.787,INLAND,51600
-120.44,38.61,9,2598,548.0,796,297,3.5192,INLAND,98000
-121.28,38.61,22,2938,619.0,1501,561,2.7356,INLAND,96100
-118.18,34.09,44,1688,426.0,1605,384,3.3785,<1H OCEAN,184900
-119.17,34.17,32,1567,304.0,1482,308,3.5867,NEAR OCEAN,182100
-119.81,36.77,43,2341,395.0,890,375,3.4265,INLAND,85000
-118.11,33.91,36,1088,231.0,617,211,3.8824,<1H OCEAN,193100
-121.77,37.65,16,4290,554.0,1952,576,7.3588,INLAND,327500
-122.85,38.52,13,4808,848.0,2568,762,3.6583,<1H OCEAN,183200
-122.58,38.46,15,2936,517.0,1182,501,3.3981,<1H OCEAN,246900
-118.42,34.01,33,2731,535.0,1280,510,4.7083,<1H OCEAN,420100
-122.08,37.39,44,1498,430.0,848,400,2.8438,NEAR BAY,307100
-121.3,38.72,15,2514,482.0,1166,503,2.2813,INLAND,131900
-122.36,40.68,28,1745,379.0,1011,370,2.0391,INLAND,59800
-122.22,37.82,39,2492,310.0,808,315,11.8603,NEAR BAY,500001
-117.11,32.75,21,2127,658.0,1812,603,1.6896,NEAR OCEAN,100000
-118.32,33.94,36,1153,224.0,639,226,4.0,<1H OCEAN,192000
-118.13,33.79,45,2317,448.0,1057,428,4.375,NEAR OCEAN,234800
-122.06,37.6,17,5159,832.0,3174,817,5.8704,NEAR BAY,234400
-121.35,38.03,16,3158,515.0,1596,528,4.1739,INLAND,131300
-121.86,37.35,43,1536,371.0,1256,357,2.8,<1H OCEAN,153300
-117.54,34.11,16,2114,374.0,1463,399,3.9241,INLAND,131500
-118.29,34.03,42,907,378.0,822,288,1.2875,<1H OCEAN,179200
-118.26,34.02,39,698,232.0,1046,228,2.2356,<1H OCEAN,119500
-121.84,37.37,42,1237,232.0,900,241,3.8571,<1H OCEAN,187500
-122.08,37.65,35,1813,393.0,1093,374,3.6818,NEAR BAY,165400
-121.27,38.74,19,3869,887.0,2086,685,2.6065,INLAND,154900
-122.38,37.6,33,2577,590.0,1867,566,3.3632,NEAR OCEAN,265100
-118.29,34.03,29,3544,1384.0,3323,1213,1.0219,<1H OCEAN,258300
-118.46,34.02,39,3599,776.0,1569,763,5.2571,<1H OCEAN,405400
-117.99,33.93,33,2299,431.0,1049,447,3.6458,<1H OCEAN,208100
-121.6,39.68,15,1677,345.0,844,330,2.3958,INLAND,111200
-117.89,34.1,27,3341,728.0,1762,679,2.9437,<1H OCEAN,180400
-122.44,37.8,52,1580,470.0,714,448,3.2447,NEAR BAY,500001
-117.95,33.9,15,3057,479.0,1679,498,6.8429,<1H OCEAN,372600
-118.47,33.99,31,1312,376.0,1178,330,2.0714,<1H OCEAN,300000
-121.4,38.63,31,1540,452.0,1079,444,1.8571,INLAND,98700
-118.28,33.96,42,1604,399.0,1581,387,1.7656,<1H OCEAN,96700
-122.35,37.92,36,921,200.0,585,236,1.9224,NEAR BAY,94000
-118.34,34.05,41,2099,472.0,1369,465,2.7409,<1H OCEAN,167100
-117.63,33.47,4,2320,405.0,1408,477,6.3369,NEAR OCEAN,256000
-120.76,37.44,18,2003,398.0,1333,411,2.7562,INLAND,90500
-118.0,33.81,17,2142,436.0,946,412,3.7059,<1H OCEAN,146300
-122.26,37.78,52,970,217.0,528,208,3.3438,NEAR BAY,201300
-120.92,38.86,11,1720,345.0,850,326,3.2027,INLAND,128600
-120.94,37.61,13,3309,603.0,1796,555,3.8372,INLAND,129300
-121.98,36.97,21,3349,737.0,1952,718,3.7273,NEAR OCEAN,251900
-119.2,36.28,22,2295,508.0,1654,478,1.684,INLAND,65900
-117.92,33.83,6,3136,990.0,1894,859,2.5564,<1H OCEAN,171300
-120.86,38.75,15,1533,300.0,674,287,2.5625,INLAND,146100
-120.84,37.51,8,1191,242.0,688,260,2.7243,INLAND,138400
-121.58,39.16,33,1897,378.0,888,385,2.1111,INLAND,68700
-120.94,37.65,13,5075,978.0,3033,838,3.0577,INLAND,119000
-122.11,37.4,15,255,63.0,138,74,4.6591,NEAR BAY,175000
-117.13,32.79,35,1362,243.0,698,255,3.6458,NEAR OCEAN,173800
-118.09,34.57,4,9761,1683.0,4970,1535,4.5266,INLAND,142900
-118.94,34.17,15,1679,271.0,928,264,5.5681,<1H OCEAN,235600
-122.03,38.28,15,5114,833.0,2418,778,4.4882,INLAND,144000
-117.9,33.97,23,7353,1255.0,4014,1124,5.4155,<1H OCEAN,213200
-116.97,33.74,20,3674,792.0,1498,758,2.2161,INLAND,76900
-122.09,37.38,34,1959,342.0,849,357,6.2884,NEAR BAY,414700
-117.88,33.71,30,1739,359.0,1914,369,3.5551,<1H OCEAN,185200
-118.08,33.86,17,2259,383.0,1378,386,5.8733,<1H OCEAN,287000
-119.92,38.91,15,3831,625.0,984,328,5.0718,INLAND,162500
-121.35,38.6,27,4314,611.0,1662,575,5.0997,INLAND,170100
-118.08,34.16,42,3490,665.0,1713,620,4.5461,INLAND,242400
-117.68,33.54,5,2840,403.0,1363,403,7.618,<1H OCEAN,341400
-117.47,33.94,34,559,139.0,532,137,3.0687,INLAND,88500
-121.52,39.5,33,1462,241.0,569,231,3.2833,INLAND,82600
-119.14,35.76,30,735,137.0,421,113,2.5625,INLAND,156300
-118.44,34.17,29,2685,642.0,1085,599,3.2763,<1H OCEAN,279400
-121.3,38.68,19,2655,438.0,1253,454,5.2817,INLAND,140600
-121.77,37.33,9,3160,468.0,1675,470,7.5443,<1H OCEAN,348400
-122.17,37.78,49,893,177.0,468,181,3.875,NEAR BAY,140600
-122.08,37.72,31,3866,531.0,1368,521,6.187,NEAR BAY,340400
-118.35,34.07,46,1651,410.0,512,397,4.0179,<1H OCEAN,350000
-122.99,39.02,14,1582,301.0,851,273,3.45,<1H OCEAN,164100
-118.08,33.95,37,1743,348.0,1328,354,3.0944,<1H OCEAN,162800
-122.39,37.74,52,126,24.0,37,27,10.2264,NEAR BAY,225000
-118.51,34.22,36,1952,387.0,1156,392,4.185,<1H OCEAN,209200
-119.25,36.36,16,3245,469.0,1471,450,5.8673,INLAND,154800
-119.89,36.76,17,1987,335.0,1152,313,4.1719,INLAND,126400
-117.93,33.85,31,2149,465.0,966,302,3.875,<1H OCEAN,183900
-118.26,33.85,25,2324,326.0,1087,328,5.293,<1H OCEAN,207000
-117.88,33.89,17,3218,923.0,1701,824,3.6946,<1H OCEAN,265500
-116.55,33.84,28,2992,562.0,676,346,5.7613,INLAND,500001
-122.02,36.98,21,607,155.0,226,136,1.9063,NEAR OCEAN,166700
-122.26,37.38,28,1103,164.0,415,154,7.8633,NEAR OCEAN,500001
-120.01,39.26,26,1930,391.0,307,138,2.6023,INLAND,139300
-117.89,33.87,25,1492,439.0,755,389,3.0893,<1H OCEAN,188200
-120.62,37.37,8,2608,428.0,1530,435,3.968,INLAND,102100
-122.23,38.14,36,1412,260.0,792,268,2.3056,NEAR BAY,90400
-117.89,34.08,25,2115,489.0,1107,477,3.1949,<1H OCEAN,207400
-120.58,37.36,33,3564,716.0,2603,696,2.2179,INLAND,67500
-121.5,38.59,43,88,21.0,119,19,1.725,INLAND,67500
-118.29,33.83,24,4092,893.0,2819,893,4.1378,<1H OCEAN,216500
-117.44,33.93,33,1371,236.0,715,227,4.375,INLAND,129900
-121.33,36.43,40,622,194.0,902,196,2.625,<1H OCEAN,109100
-120.9,39.95,20,1349,238.0,601,203,3.5417,INLAND,96600
-117.08,32.78,21,2919,496.0,984,443,4.625,NEAR OCEAN,222800
-122.23,37.79,43,5963,1344.0,4367,1231,2.1917,NEAR BAY,112800
-117.65,34.04,28,2360,607.0,2623,592,2.5048,INLAND,100000
-122.45,38.3,24,1946,400.0,718,380,3.5507,NEAR BAY,257900
-118.45,34.15,20,3876,799.0,1334,753,4.5656,<1H OCEAN,478400
-121.67,40.61,8,2411,463.0,786,297,2.1513,INLAND,80400
-122.09,37.94,29,6895,1022.0,2634,1022,6.1922,NEAR BAY,273200
-121.62,39.16,7,4480,776.0,2271,767,3.809,INLAND,110700
-120.04,36.96,23,2126,506.0,2091,491,1.3713,INLAND,51800
-122.31,38.3,25,3883,740.0,1641,676,3.9,NEAR BAY,187300
-117.82,33.71,9,5206,992.0,4660,978,2.885,<1H OCEAN,162500
-121.79,38.69,23,1755,321.0,1061,313,2.8864,INLAND,103100
-119.75,34.43,23,2982,837.0,1317,787,3.3776,NEAR OCEAN,283200
-117.24,32.81,34,2420,391.0,917,392,6.5881,NEAR OCEAN,394400
-117.07,32.61,22,5016,1331.0,3222,1196,2.1441,NEAR OCEAN,135500
-118.32,33.8,29,3254,717.0,1593,680,4.0536,<1H OCEAN,285800
-121.5,38.55,49,4094,634.0,1363,659,5.2362,INLAND,236800
-117.06,32.76,37,2356,476.0,1231,499,2.965,NEAR OCEAN,155700
-122.72,38.46,35,1445,309.0,795,308,2.9073,<1H OCEAN,157000
-121.09,39.22,25,2200,439.0,1045,419,2.6042,INLAND,116700
-118.15,34.16,38,2471,529.0,1661,441,2.2765,<1H OCEAN,146600
-118.24,33.97,37,1053,263.0,1354,292,2.5833,<1H OCEAN,112500
-117.93,33.65,29,1253,375.0,1198,362,3.5179,<1H OCEAN,225000
-122.51,37.78,45,2564,499.0,1056,460,4.7328,NEAR BAY,351100
-119.01,35.34,44,1730,343.0,782,278,3.0208,INLAND,63700
-121.29,38.68,12,5098,1094.0,2029,1065,3.5444,INLAND,132500
-117.52,33.82,14,3776,580.0,1877,559,5.1365,INLAND,215000
-118.1,34.1,41,1379,315.0,1249,309,2.6553,<1H OCEAN,183100
-123.54,39.17,18,2251,510.0,1032,369,2.2946,<1H OCEAN,101000
-119.85,36.82,16,1852,274.0,887,286,5.5405,INLAND,119300
-121.88,37.27,24,4567,688.0,2102,695,5.6895,<1H OCEAN,289000
-120.66,35.2,13,5138,713.0,1838,645,5.9676,NEAR OCEAN,380000
-118.85,34.2,28,2040,297.0,848,280,6.7612,<1H OCEAN,323700
-119.67,36.57,32,1604,292.0,868,276,2.1908,INLAND,110000
-118.36,34.09,34,2832,883.0,1594,843,1.7558,<1H OCEAN,312500
-117.87,34.12,34,1004,220.0,772,217,3.8571,<1H OCEAN,174500
